城市,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
晋中市,2.0,4.0,5.0,5.0,9.0,11.0,14.0,17.0,19.0,24.0,28.0,32.0,35.0,47.0,63.0,82,108,129,174,222,291,552,798,1035,1272,1509,1746,1983,2220,2457,2694
晋城市,,2.0,2.0,2.0,4.0,7.0,10.0,13.0,16.0,18.0,22.0,29.0,39.0,47.0,65.0,82,106,129,175,234,291,457,682,928,1174,1420,1666,1912,2158,2404,2650
普洱市,,,1.0,2.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,12.0,14.0,15.0,17,22,27,38,53,69,107,179,286,393,500,607,714,821,928,1035
景德镇市,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,8.0,11.0,17.0,21,30,49,68,96,174,274,375,496,617,738,859,980,1101,1222,1343
曲靖市,3.0,4.0,4.0,5.0,7.0,8.0,8.0,10.0,11.0,12.0,16.0,21.0,28.0,34.0,50.0,65,77,94,126,169,210,333,574,882,1190,1497,1805,2113,2421,2729,3037
朔州市,3.0,4.0,4.0,4.0,5.0,7.0,8.0,11.0,11.0,11.0,12.0,13.0,15.0,20.0,28.0,37,51,59,75,95,133,186,265,385,505,625,745,865,985,1105,1225
朝阳市,1.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,8.0,9.0,14.0,16.0,19.0,30.0,40,50,64,92,134,244,385,534,647,760,873,986,1099,1212,1325,1438
本溪市,3.0,3.0,4.0,5.0,5.0,5.0,6.0,7.0,8.0,9.0,11.0,12.0,13.0,13.0,16.0,19,28,40,54,70,98,149,185,220,255,290,325,360,395,430,465
来宾市,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,17.0,26,34,39,49,70,110,168,238,299,360,421,482,543,604,665,726
杭州市,141.0,188.0,257.0,332.0,419.0,532.0,648.0,775.0,916.0,1099.0,1389.0,1659.0,1959.0,2334.0,3021.0,3894,5063,6632,8782,11618,19739,28786,37565,47332,57083,66839,76595,86350,96106,105862,115618
松原市,,,,,,,,,3.0,7.0,7.0,9.0,14.0,17.0,23.0,33,46,61,79,105,145,230,309,393,477,561,645,729,813,897,981
枣庄市,7.0,8.0,9.0,11.0,16.0,20.0,23.0,25.0,28.0,34.0,40.0,46.0,51.0,58.0,87.0,129,188,250,337,478,937,1581,2156,2780,3403,4026,4649,5273,5896,6519,7142
柳州市,10.0,11.0,14.0,18.0,19.0,24.0,26.0,34.0,39.0,47.0,57.0,67.0,85.0,111.0,155.0,203,278,370,485,603,952,1453,1919,2265,2612,2959,3306,3653,4000,4347,4693
株洲市,5.0,6.0,10.0,13.0,18.0,24.0,28.0,32.0,38.0,42.0,48.0,54.0,61.0,74.0,113.0,145,187,232,279,387,498,716,1056,1569,2079,2590,3101,3613,4124,4635,5146
桂林市,7.0,14.0,14.0,14.0,16.0,21.0,27.0,33.0,38.0,46.0,52.0,70.0,82.0,110.0,143.0,187,235,295,362,460,710,1150,1496,1821,2146,2471,2795,3120,3444,3769,4094
梅州市,3.0,4.0,4.0,5.0,5.0,9.0,9.0,12.0,13.0,17.0,23.0,29.0,36.0,44.0,58.0,72,94,137,170,224,318,506,707,936,1165,1394,1623,1852,2081,2310,2539
梧州市,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,8.0,10.0,11.0,17.0,19.0,29,44,53,76,105,185,346,479,548,617,686,755,824,893,962,1031
榆林市,3.0,4.0,6.0,7.0,11.0,14.0,22.0,27.0,33.0,39.0,51.0,67.0,93.0,112.0,155.0,208,287,360,455,566,840,1287,1691,2286,2881,3476,4071,4666,5261,5856,6451
武威市,1.0,1.0,1.0,2.0,4.0,4.0,5.0,7.0,8.0,9.0,9.0,12.0,15.0,18.0,22.0,30,55,75,101,129,152,214,275,368,456,546,636,725,815,905,995
武汉市,114.0,148.0,190.0,231.0,298.0,356.0,422.0,521.0,627.0,742.0,898.0,1103.0,1331.0,1602.0,2167.0,2761,3504,4456,5774,7804,9864,16332,23098,33155,42958,52852,62747,72641,82536,92431,102325
毕节市,,,,,,1.0,1.0,1.0,2.0,3.0,4.0,7.0,9.0,11.0,19.0,26,42,56,78,112,167,273,484,793,1101,1410,1718,2027,2335,2644,2952
永州市,,,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,9.0,11.0,13.0,15.0,25.0,35,57,75,100,145,183,264,456,681,906,1131,1357,1582,1807,2033,2258
汉中市,2.0,3.0,4.0,5.0,6.0,6.0,9.0,12.0,13.0,17.0,19.0,22.0,24.0,33.0,46.0,67,86,116,147,190,304,500,716,937,1158,1379,1600,1821,2042,2263,2484
汕头市,16.0,21.0,24.0,31.0,32.0,34.0,40.0,50.0,53.0,59.0,76.0,87.0,93.0,113.0,125.0,155,199,266,332,407,533,813,1069,1377,1685,1993,2301,2609,2917,3225,3533
汕尾市,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,6.0,7.0,9.0,17.0,25,33,43,56,81,129,249,389,518,647,776,905,1034,1163,1292,1421
江门市,9.0,13.0,14.0,15.0,18.0,20.0,21.0,27.0,39.0,43.0,50.0,66.0,75.0,90.0,107.0,133,173,222,292,372,483,844,1163,1571,1968,2369,2770,3171,3572,3973,4374
池州市,,1.0,1.0,1.0,3.0,3.0,5.0,6.0,7.0,9.0,10.0,11.0,15.0,17.0,27.0,33,37,47,64,78,114,219,315,418,521,624,727,830,933,1036,1139
沈阳市,50.0,61.0,75.0,101.0,127.0,144.0,171.0,209.0,257.0,320.0,393.0,468.0,538.0,635.0,824.0,1060,1371,1814,2315,2989,4858,7416,9716,12471,15220,17970,20720,23471,26221,28971,31722
沧州市,5.0,7.0,9.0,10.0,12.0,13.0,15.0,17.0,18.0,20.0,25.0,27.0,33.0,41.0,53.0,71,92,121,153,213,272,330,468,792,1114,1437,1759,2082,2405,2727,3050
河池市,,,,,,,1.0,1.0,2.0,3.0,4.0,4.0,7.0,8.0,15.0,26,35,51,58,86,146,241,311,388,465,542,619,696,773,850,927
河源市,,,,1.0,2.0,2.0,4.0,4.0,4.0,7.0,12.0,18.0,23.0,36.0,57.0,73,102,134,182,243,363,595,805,967,1129,1291,1453,1615,1777,1939,2101
泉州市,39.0,45.0,54.0,64.0,75.0,88.0,107.0,117.0,138.0,157.0,186.0,225.0,277.0,344.0,465.0,643,843,1081,1426,1924,2883,4264,5683,7603,9516,11431,13346,15261,17177,19092,21007
泰安市,4.0,8.0,13.0,17.0,20.0,26.0,37.0,48.0,53.0,61.0,69.0,84.0,101.0,121.0,163.0,235,304,397,534,731,1138,2021,2848,3814,4778,5743,6708,7672,8637,9602,10566
泰州市,7.0,10.0,13.0,18.0,23.0,32.0,35.0,40.0,47.0,59.0,67.0,79.0,94.0,105.0,130.0,171,217,278,367,482,972,1506,1905,2442,2979,3516,4053,4590,5127,5664,6201
泸州市,2.0,3.0,4.0,5.0,6.0,10.0,12.0,14.0,15.0,21.0,25.0,29.0,34.0,44.0,63.0,79,100,135,182,247,386,572,852,1076,1300,1524,1748,1972,2196,2420,2644
洛阳市,9.0,11.0,15.0,21.0,22.0,25.0,29.0,35.0,43.0,46.0,52.0,71.0,87.0,104.0,152.0,226,310,422,565,760,1084,1951,2728,3631,4521,5415,6310,7204,8098,8992,9886
济南市,74.0,92.0,127.0,165.0,216.0,264.0,341.0,425.0,500.0,593.0,721.0,880.0,1045.0,1298.0,1756.0,2327,2987,3814,4894,6626,10365,17010,22422,28254,34086,39918,45750,51582,57414,63246,69078
济宁市,13.0,16.0,17.0,24.0,29.0,42.0,51.0,60.0,67.0,84.0,101.0,118.0,137.0,175.0,266.0,350,479,632,823,1105,1761,3024,4101,5219,6337,7455,8573,9691,10809,11927,13045
海东市,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,9,15,27,36,47,75,139,185,209,233,257,281,305,329,353,377
海口市,32.0,40.0,46.0,61.0,73.0,100.0,118.0,149.0,181.0,222.0,281.0,344.0,393.0,496.0,644.0,830,1121,1406,1904,2924,6911,14719,21983,31365,40713,50072,59430,68789,78148,87506,96865
淄博市,17.0,23.0,28.0,38.0,47.0,55.0,66.0,73.0,85.0,101.0,113.0,125.0,146.0,172.0,225.0,306,410,515,689,930,1440,2410,3230,4089,4947,5805,6663,7521,8378,9236,10094
淮北市,1.0,1.0,1.0,2.0,3.0,4.0,4.0,8.0,8.0,8.0,11.0,14.0,19.0,27.0,35.0,48,64,74,99,127,178,357,540,734,928,1122,1316,1510,1704,1898,2092
淮南市,1.0,2.0,2.0,5.0,6.0,7.0,8.0,9.0,12.0,18.0,19.0,22.0,27.0,31.0,35.0,47,66,87,120,162,225,393,568,847,1126,1404,1683,1962,2240,2519,2798
淮安市,5.0,8.0,9.0,10.0,13.0,13.0,15.0,20.0,25.0,30.0,35.0,44.0,52.0,68.0,93.0,130,199,262,330,433,912,1451,1987,2665,3341,4017,4694,5371,6047,6724,7400
深圳市,162.0,222.0,267.0,359.0,486.0,629.0,788.0,944.0,1107.0,1354.0,1691.0,2130.0,2699.0,3959.0,5592.0,7816,10740,14132,17869,22125,28399,43678,60964,81820,102633,123465,144296,165127,185958,206789,227620
清远市,,,,1.0,3.0,3.0,4.0,7.0,12.0,15.0,17.0,20.0,24.0,26.0,29.0,36,50,63,85,117,182,299,427,596,765,934,1103,1272,1441,1610,1779
温州市,61.0,75.0,89.0,97.0,111.0,124.0,144.0,170.0,191.0,222.0,274.0,333.0,385.0,446.0,548.0,690,859,1084,1407,1912,3662,5162,6612,8403,10163,11932,13701,15470,17239,19008,20777
渭南市,3.0,4.0,5.0,5.0,5.0,5.0,7.0,10.0,11.0,14.0,18.0,23.0,28.0,35.0,45.0,64,82,116,169,210,354,562,1357,1581,2075,2528,2981,3435,3888,4341,4795
湖州市,11.0,18.0,24.0,30.0,32.0,35.0,43.0,45.0,52.0,62.0,72.0,82.0,98.0,118.0,148.0,189,246,318,465,635,1256,1975,2684,3242,3802,4362,4921,5481,6040,6600,7159
湘潭市,3.0,4.0,7.0,9.0,10.0,11.0,12.0,14.0,17.0,20.0,23.0,27.0,31.0,38.0,59.0,69,87,113,139,170,229,326,489,687,885,1083,1281,1479,1677,1875,2072
湛江市,5.0,7.0,9.0,12.0,16.0,21.0,24.0,31.0,34.0,43.0,59.0,68.0,82.0,93.0,117.0,137,176,232,302,385,533,825,1187,1555,1923,2291,2660,3028,3396,3764,4133
滁州市,1.0,1.0,3.0,3.0,5.0,7.0,8.0,10.0,11.0,14.0,19.0,22.0,27.0,34.0,49.0,80,99,124,168,246,347,618,982,1367,1752,2137,2523,2908,3293,3678,4064
滨州市,3.0,5.0,5.0,8.0,13.0,16.0,18.0,22.0,27.0,32.0,38.0,54.0,71.0,87.0,121.0,172,248,333,424,573,907,1558,2353,3155,3958,4760,5563,6366,7168,7971,8774
漯河市,1.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,6.0,8.0,8.0,9.0,11.0,14.0,18.0,29,46,71,104,142,190,361,471,681,857,1045,1232,1420,1608,1795,1983
漳州市,19.0,21.0,24.0,30.0,38.0,42.0,51.0,56.0,65.0,77.0,90.0,104.0,128.0,142.0,197.0,275,361,469,683,1018,1447,2051,2705,3441,4176,4912,5647,6383,7119,7854,8590
潍坊市,10.0,15.0,20.0,26.0,38.0,43.0,49.0,57.0,67.0,76.0,93.0,116.0,150.0,185.0,285.0,390,530,659,918,1311,2193,3954,5608,7258,8908,10557,12207,13857,15506,17156,18805
潮州市,4.0,4.0,4.0,5.0,6.0,8.0,10.0,11.0,12.0,13.0,14.0,17.0,18.0,23.0,27.0,32,41,55,72,88,148,302,414,550,684,818,952,1086,1220,1354,1488
濮阳市,3.0,4.0,4.0,4.0,4.0,6.0,9.0,9.0,11.0,12.0,12.0,16.0,19.0,24.0,31.0,38,53,69,88,134,202,430,622,939,1233,1535,1837,2139,2441,2743,3044
烟台市,16.0,25.0,38.0,49.0,60.0,68.0,84.0,101.0,120.0,143.0,176.0,212.0,248.0,293.0,404.0,514,680,868,1096,1487,2431,3916,5311,6990,8665,10342,12018,13694,15371,17047,18724
焦作市,,3.0,3.0,5.0,6.0,7.0,8.0,11.0,11.0,14.0,18.0,20.0,22.0,24.0,34.0,50,67,91,128,158,242,461,647,875,1102,1330,1558,1785,2013,2241,2468
牡丹江市,,1.0,1.0,3.0,4.0,4.0,5.0,8.0,9.0,13.0,16.0,18.0,22.0,25.0,36.0,45,50,63,84,110,159,231,316,438,560,682,804,926,1048,1170,1292
玉林市,5.0,5.0,5.0,7.0,7.0,8.0,9.0,9.0,11.0,13.0,17.0,23.0,29.0,30.0,44.0,64,94,129,167,218,399,637,871,1102,1333,1564,1795,2026,2257,2488,2719
玉溪市,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,9.0,10.0,10.0,17.0,25,30,42,56,64,77,135,221,354,487,620,753,886,1019,1152,1285
珠海市,69.0,86.0,107.0,130.0,152.0,174.0,219.0,252.0,285.0,325.0,383.0,444.0,518.0,649.0,843.0,1111,1435,1912,2516,3055,3924,5424,6650,8139,9574,11023,12472,13921,15370,16820,18269
白城市,,,,,,,,,1.0,3.0,3.0,4.0,5.0,8.0,9.0,11,16,22,35,43,57,89,161,215,269,323,377,431,485,539,593
白山市,,,,,,,,2.0,4.0,5.0,5.0,8.0,9.0,13.0,14.0,19,27,35,48,66,78,111,154,196,238,280,322,364,406,448,490
白银市,,,,,1.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,6.0,12.0,22.0,29,45,61,80,97,121,224,267,368,446,531,617,702,788,873,959
百色市,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,11.0,16.0,19.0,22.0,30.0,39.0,49,59,71,89,107,195,327,435,511,587,663,739,815,891,967,1043
益阳市,4.0,4.0,5.0,7.0,8.0,9.0,10.0,10.0,11.0,12.0,13.0,15.0,19.0,23.0,29.0,43,63,79,107,153,191,271,423,586,749,912,1075,1238,1401,1564,1727
盐城市,12.0,14.0,15.0,25.0,34.0,40.0,42.0,49.0,60.0,72.0,85.0,101.0,124.0,142.0,188.0,245,310,409,505,628,1302,2011,2600,3347,4075,4808,5540,6273,7006,7739,8471
盘锦市,,,,1.0,5.0,6.0,8.0,12.0,16.0,17.0,21.0,24.0,27.0,29.0,37.0,46,54,75,102,124,205,306,393,481,569,657,745,833,921,1009,1097
眉山市,1.0,2.0,2.0,8.0,8.0,10.0,11.0,13.0,16.0,17.0,21.0,22.0,26.0,32.0,39.0,47,61,80,104,152,217,383,530,695,859,1023,1187,1351,1515,1679,1843
石嘴山市,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,7.0,8.0,11.0,12.0,15.0,23,31,37,44,62,90,142,170,197,225,252,280,308,335,363,391
石家庄市,18.0,26.0,31.0,38.0,50.0,68.0,78.0,88.0,108.0,123.0,152.0,190.0,221.0,276.0,370.0,484,648,814,1025,1274,1550,1927,2613,4276,5926,7581,9235,10890,12545,14200,15854
福州市,83.0,108.0,136.0,183.0,233.0,299.0,366.0,434.0,514.0,597.0,746.0,914.0,1111.0,1366.0,1848.0,2463,3112,3934,5197,7355,10482,14595,18297,22646,26986,31328,35670,40012,44355,48697,53039
秦皇岛市,5.0,9.0,10.0,13.0,13.0,17.0,20.0,22.0,24.0,29.0,31.0,34.0,40.0,46.0,57.0,69,86,114,135,164,195,242,375,639,899,1160,1422,1683,1945,2206,2468
绍兴市,15.0,19.0,22.0,29.0,32.0,37.0,50.0,56.0,65.0,77.0,87.0,105.0,124.0,150.0,201.0,243,303,385,545,740,1477,2288,2911,3532,4152,4772,5392,6012,6633,7253,7873
绥化市,,,,,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,10.0,19,26,34,46,60,85,146,219,331,443,555,667,779,891,1003,1115
绵阳市,5.0,8.0,12.0,19.0,26.0,32.0,38.0,44.0,54.0,68.0,87.0,99.0,120.0,145.0,220.0,303,408,517,672,939,1231,1753,2315,3084,3853,4622,5391,6160,6929,7698,8467
聊城市,4.0,6.0,8.0,11.0,13.0,15.0,20.0,24.0,26.0,30.0,38.0,45.0,55.0,70.0,96.0,136,203,309,420,605,975,1727,2353,2852,3352,3852,4352,4851,5351,5851,6351
肇庆市,5.0,6.0,8.0,9.0,10.0,12.0,13.0,15.0,21.0,26.0,30.0,35.0,41.0,47.0,60.0,76,98,127,183,253,334,532,751,1073,1395,1717,2039,2361,2683,3005,3327
自贡市,2.0,4.0,5.0,6.0,9.0,11.0,12.0,12.0,14.0,17.0,21.0,26.0,32.0,41.0,48.0,61,78,101,130,181,249,363,461,596,726,858,990,1122,1254,1385,1517
舟山市,5.0,5.0,5.0,5.0,6.0,6.0,8.0,10.0,13.0,14.0,19.0,22.0,24.0,36.0,48.0,56,72,87,127,179,359,533,711,854,997,1141,1284,1427,1571,1714,1857
芜湖市,3.0,3.0,4.0,5.0,7.0,10.0,14.0,14.0,16.0,25.0,32.0,44.0,61.0,84.0,115.0,152,208,255,345,459,895,1719,3654,4853,6213,7543,8873,10203,11534,12864,14194
苏州市,73.0,100.0,136.0,178.0,229.0,284.0,341.0,422.0,503.0,626.0,803.0,983.0,1185.0,1426.0,1826.0,2313,2901,3786,4822,6078,12094,18914,24634,30593,36543,42494,48446,54397,60348,66300,72251
茂名市,1.0,5.0,8.0,8.0,9.0,9.0,9.0,9.0,12.0,15.0,18.0,21.0,27.0,35.0,51.0,69,109,146,187,235,342,578,832,1114,1396,1678,1960,2242,2524,2806,3088
荆州市,7.0,9.0,10.0,10.0,11.0,13.0,15.0,19.0,21.0,22.0,28.0,32.0,39.0,45.0,58.0,79,111,133,178,216,305,537,786,1185,1584,1983,2382,2781,3180,3579,3978
荆门市,2.0,3.0,4.0,4.0,8.0,10.0,10.0,10.0,11.0,13.0,14.0,15.0,20.0,28.0,36.0,46,60,81,104,143,193,364,525,754,976,1201,1425,1649,1874,2098,2323
莆田市,4.0,5.0,5.0,6.0,7.0,8.0,10.0,12.0,18.0,20.0,26.0,41.0,53.0,67.0,99.0,161,215,284,383,600,996,1574,2068,2894,3669,4458,5247,6036,6824,7613,8402
菏泽市,3.0,4.0,6.0,7.0,9.0,11.0,14.0,15.0,17.0,22.0,23.0,29.0,39.0,49.0,71.0,106,159,229,354,487,832,1878,2706,3656,4595,5537,6478,7420,8361,9302,10244
萍乡市,2.0,2.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,12.0,15.0,15.0,18.0,21.0,29.0,40,51,77,127,176,526,1048,1320,1237,1158,1077,997,916,836,755,674
营口市,1.0,3.0,4.0,5.0,6.0,6.0,7.0,13.0,13.0,14.0,15.0,21.0,28.0,32.0,42.0,48,63,79,106,149,288,489,608,671,734,797,860,923,986,1049,1112
葫芦岛市,1.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,7.0,8.0,10.0,12.0,17.0,19.0,24.0,28,35,45,67,91,169,269,343,387,431,475,519,563,607,651,695
蚌埠市,1.0,2.0,2.0,2.0,3.0,6.0,6.0,9.0,11.0,13.0,18.0,23.0,25.0,31.0,44.0,66,80,112,170,234,329,600,904,1311,1715,2120,2525,2930,3335,3739,4144
衡水市,,1.0,1.0,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,15.0,17.0,21.0,28.0,35,56,90,123,169,215,275,419,714,1003,1295,1586,1877,2169,2460,2751
衡阳市,2.0,2.0,3.0,3.0,7.0,8.0,11.0,15.0,18.0,19.0,23.0,27.0,32.0,36.0,49.0,62,81,110,155,226,321,545,880,1670,2454,3240,4026,4812,5598,6384,7170
衢州市,,3.0,5.0,8.0,9.0,11.0,16.0,20.0,20.0,25.0,31.0,36.0,39.0,50.0,65.0,92,114,146,192,252,484,751,983,1226,1469,1712,1955,2198,2441,2684,2927
襄阳市,4.0,5.0,8.0,9.0,9.0,12.0,15.0,22.0,33.0,43.0,54.0,65.0,75.0,103.0,143.0,177,222,289,373,480,663,1150,1722,2701,3675,4652,5628,6604,7580,8556,9532
西宁市,13.0,17.0,20.0,26.0,30.0,36.0,40.0,49.0,58.0,71.0,87.0,100.0,125.0,151.0,208.0,283,372,470,587,756,1003,1720,2246,2740,3243,3745,4248,4750,5253,5756,6258
西安市,150.0,201.0,267.0,331.0,421.0,518.0,638.0,767.0,965.0,1180.0,1459.0,1771.0,2053.0,2432.0,3191.0,4050,5058,6649,8781,11503,19343,28723,42586,54358,66173,77979,89786,101592,113399,125205,137012
许昌市,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,10.0,12.0,15.0,19.0,24.0,35.0,43.0,71,98,123,168,223,343,690,958,1295,1622,1952,2282,2611,2941,3271,3600
贵港市,3.0,5.0,5.0,6.0,8.0,8.0,8.0,8.0,9.0,10.0,13.0,17.0,19.0,25.0,35.0,47,63,82,120,166,278,389,529,627,731,833,936,1038,1141,1243,1346
贵阳市,37.0,43.0,50.0,57.0,70.0,88.0,100.0,122.0,143.0,184.0,220.0,298.0,375.0,478.0,693.0,925,1220,1568,1995,2568,3672,5671,7973,10852,13725,16601,19477,22352,25228,28103,30979
贺州市,,,,,,,,,,,,2.0,3.0,7.0,12.0,17,28,36,48,72,153,232,333,406,481,556,631,705,780,855,929
资阳市,,,1.0,2.0,3.0,4.0,5.0,5.0,6.0,9.0,12.0,13.0,15.0,15.0,23.0,25,31,34,52,73,96,172,242,320,397,475,552,630,707,785,863
赣州市,3.0,4.0,5.0,9.0,9.0,11.0,14.0,17.0,23.0,28.0,38.0,52.0,62.0,80.0,123.0,173,242,343,496,699,1412,2248,3132,4060,4988,5915,6843,7771,8699,9627,10554
赤峰市,,1.0,2.0,2.0,3.0,3.0,4.0,5.0,8.0,10.0,14.0,18.0,26.0,29.0,49.0,69,98,128,161,197,241,414,619,869,1119,1369,1619,1869,2118,2368,2618
辽源市,,,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,8.0,12.0,13,16,21,27,35,39,66,87,110,133,157,180,204,227,250,274
辽阳市,2.0,2.0,3.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0,11.0,14.0,19.0,19.0,21.0,24,33,45,55,71,138,199,228,260,292,324,356,388,420,452,484
达州市,,,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,8.0,11.0,13.0,21.0,30,41,57,92,145,214,328,456,610,764,918,1072,1226,1380,1534,1688
运城市,1.0,2.0,2.0,4.0,4.0,6.0,9.0,14.0,14.0,19.0,22.0,26.0,31.0,36.0,47.0,72,98,130,165,244,374,666,1707,2386,3176,3951,4725,5500,6275,7049,7824
连云港市,4.0,4.0,4.0,8.0,11.0,15.0,21.0,24.0,31.0,38.0,47.0,58.0,74.0,89.0,117.0,152,194,251,301,366,865,1416,1752,2256,2733,3211,3689,4167,4645,5123,5602
通化市,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,9.0,11.0,16,27,33,47,77,98,154,199,252,304,356,408,460,512,564,616
通辽市,,,,,,1.0,2.0,4.0,6.0,6.0,10.0,14.0,17.0,20.0,32.0,52,67,87,120,146,188,295,471,574,677,780,883,986,1089,1192,1295
遂宁市,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,8.0,11.0,12.0,18.0,22.0,30.0,40,50,73,98,141,183,263,362,473,584,695,806,917,1028,1139,1250
遵义市,2.0,3.0,4.0,4.0,7.0,7.0,8.0,14.0,15.0,17.0,20.0,22.0,29.0,42.0,66.0,96,137,176,225,277,381,606,1098,1703,2308,2913,3518,4123,4728,5333,5939
邢台市,3.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,9.0,11.0,11.0,14.0,21.0,27,47,68,101,140,214,282,424,868,1308,1749,2191,2632,3073,3515,3956
邯郸市,2.0,2.0,2.0,5.0,5.0,6.0,7.0,8.0,9.0,18.0,22.0,24.0,27.0,39.0,64.0,81,119,159,211,273,367,483,742,1481,2213,2948,3683,4418,5153,5888,6623
邵阳市,2.0,2.0,2.0,3.0,3.0,5.0,5.0,8.0,8.0,8.0,8.0,10.0,11.0,15.0,27.0,38,49,67,92,165,214,306,494,794,1093,1393,1692,1991,2291,2590,2890
郑州市,63.0,80.0,89.0,129.0,159.0,190.0,244.0,284.0,345.0,436.0,534.0,674.0,836.0,1010.0,1463.0,2008,2630,3393,4367,5667,7947,13242,18117,23857,29547,35250,40952,46655,52358,58060,63763
郴州市,2.0,2.0,2.0,4.0,4.0,4.0,4.0,8.0,11.0,12.0,15.0,17.0,20.0,25.0,42.0,53,73,97,132,194,263,387,689,1027,1365,1704,2042,2380,2719,3057,3396
鄂尔多斯市,1.0,1.0,3.0,3.0,4.0,6.0,7.0,12.0,17.0,29.0,48.0,64.0,68.0,75.0,98.0,133,174,232,303,382,472,744,1134,1514,1896,2279,2661,3044,3426,3808,4191
鄂州市,,,1.0,3.0,4.0,4.0,5.0,6.0,9.0,10.0,12.0,16.0,17.0,23.0,29.0,39,50,61,73,95,127,227,315,436,553,671,789,908,1026,1144,1262
酒泉市,5.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,9.0,9.0,10.0,13.0,21.0,29.0,41.0,62,89,111,135,161,202,336,503,646,789,932,1075,1218,1361,1504,1647
重庆市,133.0,160.0,190.0,244.0,296.0,350.0,411.0,492.0,591.0,701.0,854.0,1064.0,1288.0,1579.0,2075.0,2611,3313,4157,5415,7478,13849,20647,27597,34713,41827,48942,56057,63172,70287,77402,84517
金华市,16.0,21.0,30.0,38.0,46.0,50.0,65.0,76.0,85.0,106.0,122.0,148.0,179.0,229.0,296.0,381,506,718,963,1314,2967,4508,5555,6741,7918,9095,10272,11450,12627,13804,14982
金昌市,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,9.0,10.0,15.0,21.0,24.0,28,35,43,52,66,76,105,144,177,210,243,276,309,342,375,408
钦州市,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,8.0,10.0,12.0,18.0,24.0,36,56,67,89,132,295,540,2077,2143,2921,3611,4300,4989,5678,6367,7056
铁岭市,,,,,2.0,3.0,3.0,3.0,3.0,4.0,5.0,9.0,12.0,16.0,19.0,21,31,38,45,55,118,177,223,274,325,376,426,477,528,579,630
铜仁市,,,,,,,,1.0,2.0,2.0,3.0,5.0,8.0,11.0,15.0,26,38,67,90,116,162,248,436,618,800,982,1164,1346,1528,1710,1892
铜川市,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,8.0,9.0,11.0,19.0,21,28,36,53,75,126,192,244,313,382,451,520,589,658,727,796
铜陵市,1.0,1.0,2.0,2.0,2.0,3.0,5.0,7.0,7.0,7.0,12.0,14.0,17.0,21.0,29.0,33,39,49,68,90,135,221,314,502,690,878,1066,1254,1442,1630,1818
银川市,15.0,21.0,27.0,36.0,42.0,49.0,51.0,59.0,75.0,88.0,113.0,140.0,178.0,216.0,313.0,413,527,686,883,1135,1773,2774,3586,4362,5138,5913,6689,7464,8240,9015,9791
锦州市,1.0,1.0,4.0,4.0,4.0,5.0,8.0,11.0,12.0,15.0,16.0,17.0,22.0,29.0,36.0,48,59,74,104,132,200,336,441,564,686,808,931,1053,1175,1298,1420
镇江市,12.0,17.0,18.0,23.0,27.0,32.0,37.0,42.0,46.0,62.0,80.0,95.0,107.0,121.0,151.0,193,243,300,393,496,1009,1546,1969,2440,2910,3380,3850,4320,4791,5261,5731
