城市,GRP（单位：亿元）,AI百度指数,政策数量,科学技术支出（单位：万元）,教育支出（单位：万元）,年份,注销
洛阳市,5675.0,99175,10,362134,1113867,2022,167.0
洛阳市,5482.0,117633,9,423702,1193503,2023,338.0
济南市,6100.232,127909,0,114769,1163590,2015,0.0
济南市,6536.1165,154500,0,118638,1308610,2016,0.0
济南市,7152.0,206295,1,128982,1433433,2017,0.0
济南市,7856.56,218461,9,210425,1530697,2018,3.0
济南市,9443.0,212085,24,431758,1858212,2019,20.0
济南市,10141.0,174679,33,396473,2110114,2020,314.0
济南市,11432.0,165571,38,411774,2131020,2021,597.0
济南市,12027.0,159359,42,282396,2503700,2022,1608.0
济南市,12757.0,217929,42,465282,2452843,2023,2209.0
济宁市,4013.1243,84377,0,80339,1140273,2015,0.0
济宁市,4301.82,90033,0,76727,1249685,2016,0.0
济宁市,4636.77,94814,1,72089,1309429,2017,1.0
济宁市,4930.58,103019,4,74910,1413531,2018,1.0
济宁市,4370.0,94356,15,86927,1496400,2019,5.0
济宁市,4494.0,102651,18,78349,1593221,2020,6.0
济宁市,5070.0,90365,18,76960,1688587,2021,112.0
济宁市,5317.0,92866,14,77987,1861570,2022,241.0
济宁市,5516.0,109009,14,87018,1948934,2023,515.0
海东市,384.3963,2119,0,6794,288285,2015,0.0
海东市,422.7986,3610,0,4941,340521,2016,0.0
海东市,436.0,5044,1,4475,376605,2017,0.0
海东市,451.4606,9803,2,3625,380777,2018,0.0
海东市,497.0,8036,2,5279,392446,2019,0.0
海东市,514.0,11311,1,3237,438882,2020,0.0
海东市,555.0,11243,0,3205,365338,2021,3.0
海东市,563.0,16454,0,2794,387573,2022,9.0
海东市,580.0,27147,0,2834,405380,2023,14.0
海口市,1161.9648,86308,0,8284,337138,2015,1.0
海口市,1257.6653,99575,0,28162,313432,2016,2.0
海口市,1390.5779,113669,1,10528,315243,2017,1.0
海口市,1510.513,115386,4,24995,366352,2018,3.0
海口市,1672.0,110781,4,23696,414403,2019,38.0
海口市,1792.0,101288,3,25448,428570,2020,212.0
海口市,2057.0,93574,2,22702,458165,2021,736.0
海口市,2135.0,92777,7,41815,483768,2022,1592.0
海口市,2358.0,120636,10,56090,550322,2023,2161.0
淄博市,4130.24,76211,0,99933,849080,2015,0.0
淄博市,4412.01,80672,0,105312,938341,2016,0.0
淄博市,4771.36,95190,1,97567,966525,2017,1.0
淄博市,5068.35,93568,4,110275,1006701,2018,1.0
淄博市,3642.0,92455,15,154076,1021078,2019,10.0
淄博市,3673.0,97683,21,105241,1039080,2020,17.0
淄博市,4201.0,88182,24,105260,1073189,2021,104.0
淄博市,4403.0,91398,20,73008,1143585,2022,205.0
淄博市,4562.0,114712,17,82100,1188470,2023,269.0
淮北市,760.3904,25246,0,13449,222318,2015,0.0
淮北市,799.0337,32895,0,9646,256519,2016,0.0
淮北市,924.01,39998,1,15863,252501,2017,0.0
淮北市,985.1902,58191,5,10531,299658,2018,0.0
淮北市,1078.0,60620,6,8315,328446,2019,1.0
淮北市,1119.0,68715,8,25377,352703,2020,1.0
淮北市,1223.0,51358,5,79504,365553,2021,6.0
淮北市,1303.0,50157,9,88766,396734,2022,25.0
淮北市,1366.0,65739,13,84021,422291,2023,62.0
淮南市,901.0822,46076,0,23365,234068,2015,0.0
淮南市,963.8395,49628,0,29203,373112,2016,0.0
淮南市,1060.18,51829,1,35440,446697,2017,0.0
淮南市,1133.3064,57777,5,41055,454734,2018,0.0
淮南市,1296.0,69752,6,50272,479160,2019,2.0
淮南市,1337.0,75065,8,39849,483048,2020,2.0
淮南市,1457.0,66653,6,39892,490938,2021,10.0
淮南市,1541.0,61417,11,44905,510961,2022,35.0
淮南市,1602.0,71059,14,53397,546601,2023,51.0
淮安市,2745.09,57856,0,120500,787600,2015,0.0
淮安市,3048.0,66940,0,92900,778300,2016,0.0
淮安市,3328.88,85888,0,97407,856931,2017,1.0
淮安市,3601.25,95900,2,93497,798122,2018,7.0
淮安市,3871.0,93111,3,90700,843200,2019,1.0
淮安市,4025.0,93544,4,83700,868824,2020,13.0
淮安市,4550.0,83198,4,121328,948625,2021,67.0
淮安市,4742.0,83745,8,132248,959612,2022,161.0
淮安市,5015.0,98732,10,186115,1037664,2023,202.0
深圳市,17502.8634,205511,0,2143182,2885520,2015,8.0
深圳市,19492.6012,272958,0,4035240,4147269,2016,19.0
深圳市,22490.0586,520046,0,3518252,5090971,2017,70.0
深圳市,24221.9771,568029,3,5549817,5844504,2018,129.0
深圳市,26927.0,478024,6,5484249,7165514,2019,395.0
深圳市,27670.0,347573,15,3366341,8509360,2020,441.0
深圳市,30665.0,278615,27,3822518,9645583,2021,689.0
深圳市,32388.0,282077,39,4587417,9489438,2022,1392.0
深圳市,34606.0,485924,41,4549353,10014474,2023,2270.0
清远市,1277.857,43475,0,28613,545837,2015,0.0
清远市,1387.7104,55861,0,49942,710229,2016,0.0
清远市,1469.3383,68975,0,40026,684717,2017,0.0
清远市,1565.1949,73304,2,57419,690305,2018,1.0
清远市,1698.0,74895,4,84106,839230,2019,1.0
清远市,1777.0,73841,10,78477,871091,2020,1.0
清远市,2007.0,62932,12,36829,903235,2021,6.0
清远市,2032.0,63357,14,25343,924816,2022,34.0
清远市,2120.0,90864,11,25305,1005843,2023,39.0
温州市,4618.0766,118818,0,119951,1478788,2015,0.0
温州市,5101.5586,139849,0,134104,1624404,2016,1.0
温州市,5411.59,146370,3,157623,1791419,2017,0.0
温州市,6006.1616,160106,5,182536,1889937,2018,5.0
温州市,6606.0,140153,9,235282,2067136,2019,14.0
温州市,6871.0,135310,9,277741,2206497,2020,135.0
温州市,7585.0,126994,11,326411,2322735,2021,402.0
温州市,8030.0,134083,12,380168,2572359,2022,506.0
温州市,8731.0,179068,14,438380,2767484,2023,624.0
渭南市,1469.0806,49636,0,26117,677448,2015,0.0
渭南市,1488.621,63939,0,27652,710553,2016,0.0
渭南市,1651.0,79842,1,28062,783674,2017,0.0
渭南市,1767.713,80892,3,29547,821504,2018,5.0
渭南市,1828.0,69082,5,29676,839893,2019,17.0
渭南市,1866.0,72276,6,28808,843403,2020,39.0
渭南市,2087.0,58444,4,29725,854615,2021,98.0
渭南市,2201.0,63209,2,22946,856550,2022,98.0
渭南市,2104.0,77492,1,26759,871189,2023,76.0
湖州市,2084.2666,63378,0,83942,533475,2015,0.0
湖州市,2284.3743,71509,0,93215,581217,2016,0.0
湖州市,2476.13,89201,4,112968,636727,2017,1.0
湖州市,2719.0675,93952,6,157795,699078,2018,3.0
湖州市,3122.0,91442,10,187149,768283,2019,5.0
湖州市,3201.0,90543,9,195052,841881,2020,32.0
湖州市,3645.0,82467,11,225487,966992,2021,130.0
湖州市,3850.0,81062,10,262508,1049752,2022,172.0
湖州市,4015.0,97206,12,310081,1099983,2023,276.0
湘潭市,1703.0972,50231,0,26433,294956,2015,0.0
湘潭市,1866.7869,59919,0,33279,322907,2016,0.0
湘潭市,2005.25,79977,0,70020,365851,2017,0.0
湘潭市,2161.358,77394,1,116084,388390,2018,4.0
湘潭市,2258.0,73230,4,129926,406236,2019,6.0
湘潭市,2343.0,75124,5,173299,386302,2020,8.0
湘潭市,2548.0,70036,8,132506,380102,2021,21.0
湘潭市,2698.0,71947,11,161418,391121,2022,54.0
湘潭市,2742.0,88371,15,170598,456344,2023,64.0
湛江市,2380.0243,72494,0,23094,996666,2015,0.0
湛江市,2584.4327,85535,0,46222,1026009,2016,0.0
湛江市,2806.88190587255,98018,0,38479,968904,2017,0.0
湛江市,3008.3928,101776,2,29871,989654,2018,1.0
湛江市,3065.0,101076,4,43753,1104425,2019,2.0
湛江市,3100.0,100793,10,31411,1170352,2020,2.0
湛江市,3560.0,85654,12,16691,1222824,2021,7.0
湛江市,3713.0,85917,14,11676,1276857,2022,45.0
湛江市,3794.0,106716,11,16406,1274419,2023,85.0
滁州市,1305.6964,48309,0,62250,481953,2015,0.0
滁州市,1422.8257,53136,0,77473,555549,2016,0.0
滁州市,1604.39,64695,1,105515,620812,2017,0.0
滁州市,1801.7496,80637,5,109182,714530,2018,1.0
滁州市,2909.0,80692,6,140483,758791,2019,1.0
滁州市,3032.0,84464,8,152043,782019,2020,3.0
滁州市,3362.0,74748,5,153804,791108,2021,8.0
滁州市,3610.0,71381,9,159453,841046,2022,45.0
滁州市,3782.0,80471,11,178306,910875,2023,124.0
滨州市,2355.3298,52953,0,52655,581816,2015,0.0
滨州市,2470.1013,58872,0,62596,617857,2016,0.0
滨州市,2601.14,73458,1,96054,604237,2017,1.0
滨州市,2640.52,85310,4,101917,604230,2018,2.0
滨州市,2457.0,85715,15,130977,616861,2019,1.0
滨州市,2508.0,80840,18,166922,681808,2020,9.0
滨州市,2872.0,73599,18,258731,755793,2021,68.0
滨州市,2975.0,74649,14,98567,822329,2022,124.0
滨州市,3119.0,91018,14,64292,852026,2023,270.0
漯河市,992.8496,40218,0,8975,264346,2015,0.0
漯河市,1081.9257,49273,0,11716,271411,2016,0.0
漯河市,1165.0,57616,1,13233,272150,2017,0.0
漯河市,1236.6633,66953,2,46703,333534,2018,0.0
漯河市,1578.0,63169,5,55684,364721,2019,0.0
漯河市,1574.0,63056,7,65349,392924,2020,1.0
漯河市,1721.0,48116,9,88557,400894,2021,7.0
漯河市,1813.0,53942,8,112324,426051,2022,45.0
漯河市,1764.0,66290,8,139700,445427,2023,55.0
漳州市,2767.3767,65844,0,44655,626027,2015,0.0
漳州市,3125.3456,72064,0,45000,661874,2016,0.0
漳州市,3528.53,92825,2,76713,738449,2017,2.0
漳州市,3947.6347,98025,9,49913,835485,2018,71.0
漳州市,4742.0,92468,16,55114,836216,2019,125.0
漳州市,4546.0,88282,16,36902,912685,2020,202.0
漳州市,5025.0,86930,13,34224,941821,2021,349.0
漳州市,5707.0,94987,10,36405,1098879,2022,297.0
漳州市,5728.0,102081,14,33738,1165556,2023,244.0
潍坊市,5170.5,79521,0,138059,1599313,2015,0.0
潍坊市,5170.6,87649,0,166100,1651986,2016,0.0
潍坊市,5854.93,110801,1,197004,1724106,2017,0.0
潍坊市,6156.78,128236,4,201010,1782993,2018,4.0
潍坊市,5689.0,118190,16,216735,1850600,2019,9.0
潍坊市,5872.0,131582,19,225106,1882246,2020,25.0
潍坊市,7011.0,110806,19,231351,2024365,2021,145.0
潍坊市,7306.0,108178,14,164943,2103042,2022,365.0
潍坊市,7606.0,133199,14,159318,2164704,2023,660.0
潮州市,910.1099,44770,0,28884,351181,2015,0.0
潮州市,976.8303,50404,0,19773,352383,2016,0.0
潮州市,1012.76499770478,70450,0,14397,357321,2017,0.0
潮州市,1067.279,72261,2,13359,382468,2018,0.0
潮州市,1081.0,69342,4,19282,420325,2019,0.0
潮州市,1097.0,75018,10,9732,433101,2020,0.0
潮州市,1245.0,55957,12,10776,448827,2021,4.0
潮州市,1313.0,55759,14,11657,481258,2022,15.0
潮州市,1357.0,69572,11,10871,471463,2023,23.0
濮阳市,1328.341,46254,0,21348,450357,2015,0.0
濮阳市,1449.5555,52060,0,23007,445609,2016,0.0
濮阳市,1585.0,66188,1,23553,541287,2017,0.0
濮阳市,1654.47,75506,2,20436,609463,2018,0.0
濮阳市,1581.0,71738,5,26352,681788,2019,1.0
濮阳市,1650.0,72183,7,68062,718142,2020,2.0
濮阳市,1772.0,61001,9,58782,565443,2021,21.0
濮阳市,1890.0,64362,8,70903,650373,2022,43.0
濮阳市,1851.0,74734,8,87114,661660,2023,77.0
烟台市,6446.08,86987,0,186406,1226863,2015,0.0
烟台市,6925.6587,94838,0,233111,1313358,2016,0.0
烟台市,7343.53,107325,1,243319,1156582,2017,1.0
烟台市,7832.58,111524,4,289873,1229062,2018,2.0
烟台市,7653.0,103328,16,298557,1286107,2019,2.0
烟台市,7816.0,106177,19,298886,1349414,2020,55.0
烟台市,8712.0,100372,19,311999,1367916,2021,143.0
烟台市,9516.0,105243,14,320358,1478793,2022,312.0
烟台市,10162.0,138015,14,242687,1517698,2023,450.0
焦作市,1926.0785,61397,0,33380,360572,2015,0.0
焦作市,2095.0796,65877,0,31726,347903,2016,0.0
焦作市,2280.0,83796,1,35776,411955,2017,0.0
焦作市,2371.4983,89134,2,42445,433019,2018,0.0
焦作市,2761.0,83684,5,47970,449012,2019,1.0
焦作市,2124.0,83364,7,53256,490273,2020,0.0
焦作市,2137.0,72271,9,55895,444423,2021,8.0
焦作市,2235.0,68972,8,72652,481263,2022,38.0
焦作市,2234.0,86774,8,89926,499559,2023,68.0
牡丹江市,1310.7,39975,0,14678,331645,2015,0.0
牡丹江市,1368.1181,46219,0,6267,348351,2016,0.0
牡丹江市,1344.7291,59766,0,10470,323752,2017,0.0
牡丹江市,1302.7111,63336,1,10647,253227,2018,0.0
牡丹江市,825.0,60618,1,10647,253227,2019,2.0
牡丹江市,832.0,68452,1,7387,305678,2020,0.0
牡丹江市,875.0,47151,1,15847,296540,2021,10.0
牡丹江市,926.0,47784,1,17538,309174,2022,24.0
牡丹江市,953.0,62144,1,21324,313894,2023,38.0
玉林市,1446.1253,35609,0,22538,727493,2015,0.0
玉林市,1553.83,54710,0,22317,817308,2016,0.0
玉林市,1699.54229,70123,0,21540,873515,2017,0.0
玉林市,1615.4571,75335,3,18421,877476,2018,0.0
玉林市,1680.0,71384,3,18409,927419,2019,0.0
玉林市,1761.0,74663,6,14758,958926,2020,5.0
玉林市,2071.0,61624,16,11084,947478,2021,30.0
玉林市,2167.0,61047,23,46993,974455,2022,66.0
玉林市,2194.0,78397,22,52941,1084326,2023,78.0
玉溪市,1244.523,30418,0,28172,368087,2015,0.0
玉溪市,1311.8823,39974,0,31031,418644,2016,0.0
玉溪市,1415.0,49002,0,57963,483273,2017,1.0
玉溪市,1493.0383,51484,1,39753,440205,2018,1.0
玉溪市,1950.0,46644,3,37781,487968,2019,1.0
玉溪市,2058.0,53927,3,97669,499287,2020,0.0
玉溪市,2352.0,47543,2,48312,504264,2021,23.0
玉溪市,2521.0,47864,1,37353,443945,2022,17.0
玉溪市,2565.0,68834,4,24360,451890,2023,40.0
珠海市,2025.4111,80150,0,286324,528762,2015,0.0
珠海市,2226.3708,90939,0,352358,572555,2016,1.0
珠海市,2675.1795,113094,1,453039,742206,2017,1.0
珠海市,2914.735,115887,3,455217,764116,2018,8.0
珠海市,3436.0,109940,5,488867,1042080,2019,34.0
珠海市,3482.0,99093,15,515050,1104658,2020,34.0
珠海市,3882.0,94568,23,495071,1149756,2021,115.0
珠海市,4045.0,93627,27,418396,1167355,2022,240.0
珠海市,4233.0,115407,21,576528,1138161,2023,316.0
白城市,699.6822,14745,0,9443,288870,2015,0.0
白城市,700.1392,20869,0,9390,299546,2016,0.0
白城市,618.2796,36245,2,7910,305802,2017,0.0
白城市,606.5061,34981,4,12740,284414,2018,0.0
白城市,492.0,28844,4,9782,286468,2019,1.0
白城市,510.0,40574,2,8065,324377,2020,1.0
白城市,549.0,23047,6,6943,288387,2021,7.0
白城市,575.0,24287,7,9098,319699,2022,8.0
白城市,593.0,36767,9,12143,306808,2023,24.0
白山市,668.5521,14035,0,8006,207268,2015,0.0
白山市,696.6243,16978,0,11475,222992,2016,0.0
白山市,660.061,22472,2,7760,215789,2017,0.0
白山市,661.7099,29173,4,5148,195476,2018,0.0
白山市,509.0,23806,4,4803,212962,2019,0.0
白山市,509.0,35896,2,4528,222930,2020,2.0
白山市,541.0,23729,6,2965,202640,2021,5.0
白山市,542.0,24025,7,4107,218054,2022,4.0
白山市,553.0,33625,9,3958,221728,2023,16.0
白银市,434.2749,12747,0,6358,260036,2015,0.0
白银市,442.2085,21667,0,8729,291248,2016,0.0
白银市,450.52063176775,37077,0,7686,295842,2017,0.0
白银市,511.5968,38231,1,6239,313578,2018,0.0
白银市,486.0,30648,1,7074,350849,2019,1.0
白银市,497.0,49219,2,11067,373280,2020,0.0
白银市,571.0,24733,1,9889,393202,2021,1.0
白银市,636.0,34576,2,13490,380504,2022,24.0
白银市,672.0,43456,1,25295,411744,2023,19.0
百色市,980.3511,19466,0,24454,601634,2015,0.0
百色市,1114.3094,32313,0,24581,660734,2016,0.0
百色市,1361.761366,49470,0,32499,700788,2017,0.0
百色市,1176.7732,53297,3,24424,708417,2018,0.0
百色市,1258.0,47555,3,22186,809768,2019,0.0
百色市,1334.0,51191,6,22759,834437,2020,0.0
百色市,1569.0,38228,16,28480,816624,2021,5.0
百色市,1729.0,43786,23,49082,816921,2022,22.0
百色市,1850.0,66360,22,60544,884555,2023,44.0
益阳市,1354.4119,35525,0,19574,442843,2015,0.0
益阳市,1493.1802,42969,0,22120,502037,2016,0.0
益阳市,1610.22,65546,0,25538,552898,2017,0.0
益阳市,1758.378,67033,1,38361,572620,2018,1.0
益阳市,1792.0,61023,4,48347,573576,2019,4.0
益阳市,1853.0,66420,5,63681,592509,2020,7.0
益阳市,2019.0,52341,8,67652,600645,2021,14.0
益阳市,2108.0,51946,11,115230,656024,2022,41.0
益阳市,2136.0,71783,15,123155,681766,2023,27.0
盐城市,4212.5,69491,0,289100,1273700,2015,0.0
盐城市,4576.08,80900,0,323600,1297600,2016,0.0
盐城市,5083.0,95534,0,250301,1347881,2017,0.0
盐城市,5487.08,106465,2,284450,1386210,2018,0.0
盐城市,5702.0,103224,3,266400,1458900,2019,3.0
盐城市,5953.0,102152,4,267503,1449956,2020,9.0
盐城市,6617.0,93184,4,272506,1517966,2021,64.0
盐城市,7080.0,90276,8,257795,1608272,2022,182.0
盐城市,7404.0,105710,10,293065,1626309,2023,201.0
盘锦市,1256.5377,35505,0,11933,191571,2015,0.0
盘锦市,1007.1351,41774,0,12559,179672,2016,0.0
盘锦市,1087.2,54977,1,9144,188687,2017,0.0
盘锦市,1216.5782,62255,1,6528,198550,2018,0.0
盘锦市,1281.0,57381,1,5723,213973,2019,0.0
盘锦市,1304.0,62282,1,19797,213372,2020,4.0
盘锦市,1383.0,51833,1,18120,170650,2021,21.0
盘锦市,1394.0,45020,2,20783,206130,2022,27.0
盘锦市,1382.0,57873,1,15861,200098,2023,38.0
眉山市,1029.8632,24876,0,7504,344228,2015,0.0
眉山市,1117.2317,38799,0,7530,378455,2016,0.0
眉山市,1183.0,60311,0,11483,408084,2017,0.0
眉山市,1256.0214,77258,5,9668,366476,2018,1.0
眉山市,1380.0,63617,8,6883,419323,2019,12.0
眉山市,1424.0,64681,12,8672,428589,2020,21.0
眉山市,1548.0,51165,9,13330,444783,2021,68.0
眉山市,1636.0,53626,10,15566,452368,2022,40.0
眉山市,1737.0,74474,7,17999,499710,2023,97.0
石嘴山市,482.3793,8026,0,6582,134698,2015,0.0
石嘴山市,513.5744,11866,0,6923,123201,2016,0.0
石嘴山市,535.0118,14767,0,9144,122316,2017,0.0
石嘴山市,605.9184,20709,1,18680,138168,2018,0.0
石嘴山市,511.0,23178,2,24604,146380,2019,0.0
石嘴山市,542.0,31065,2,27701,169366,2020,0.0
石嘴山市,617.0,28880,3,26882,162919,2021,6.0
石嘴山市,693.0,30466,2,27131,192261,2022,14.0
石嘴山市,699.0,45053,4,25616,192027,2023,10.0
石家庄市,5440.5988,115453,0,90482,1361602,2015,0.0
石家庄市,5927.7293,130420,1,122300,1591856,2016,1.0
石家庄市,3396.3,160096,2,100610,1676709,2017,4.0
石家庄市,6082.618,180487,4,118720,1971155,2018,3.0
石家庄市,5810.0,173003,5,123373,2144377,2019,17.0
石家庄市,5935.0,159940,4,152812,2185270,2020,23.0
石家庄市,6490.0,147924,4,153639,2269961,2021,31.0
石家庄市,7101.0,151114,3,214508,2489270,2022,195.0
石家庄市,7534.0,214951,3,255005,2551176,2023,393.0
福州市,5618.0844,124205,0,100554,1351744,2015,1.0
福州市,6197.6395,144128,0,112461,1530806,2016,1.0
福州市,7085.52,185693,3,196765,1557755,2017,4.0
福州市,7856.8123,203332,12,290765,1659184,2018,148.0
福州市,9392.0,188027,19,287913,1819641,2019,495.0
福州市,10020.0,146832,21,432935,1851895,2020,1072.0
福州市,11324.0,135080,17,394536,1901386,2021,1565.0
福州市,12308.0,135693,15,251025,2064007,2022,1272.0
福州市,12928.0,189743,17,185070,2126844,2023,1126.0
秦皇岛市,1250.4439,64437,0,9195,424258,2015,0.0
秦皇岛市,1349.3526,74921,1,29152,484208,2016,0.0
秦皇岛市,1014.7,91940,2,30410,508832,2017,0.0
秦皇岛市,1635.5631,93152,4,30638,556567,2018,1.0
秦皇岛市,1612.0,89311,5,31044,607284,2019,3.0
秦皇岛市,1686.0,88521,4,22078,611296,2020,1.0
秦皇岛市,1844.0,78821,4,28114,584892,2021,6.0
秦皇岛市,1910.0,74845,3,20585,627220,2022,44.0
秦皇岛市,2001.0,90191,3,20940,639980,2023,107.0
绍兴市,4465.9653,81948,0,209746,935338,2015,0.0
绍兴市,4789.0304,95408,0,228725,971151,2016,0.0
绍兴市,5078.37,113046,3,260669,995509,2017,1.0
绍兴市,5416.8952,109889,5,315725,1202789,2018,0.0
绍兴市,5781.0,106527,9,468932,1314831,2019,8.0
绍兴市,6001.0,106122,9,307165,1366574,2020,34.0
绍兴市,6795.0,97486,11,355868,1462258,2021,132.0
绍兴市,7351.0,100334,10,418552,1570741,2022,222.0
绍兴市,7791.0,129766,12,486267,1584050,2023,238.0
绥化市,1272.2076,46760,0,20211,563709,2015,0.0
绥化市,1316.3122,48971,0,6065,575328,2016,0.0
绥化市,1336.8356,49287,0,5379,617029,2017,0.0
绥化市,1359.5852,58814,1,4235,604712,2018,1.0
绥化市,1101.0,56529,1,2817,580486,2019,0.0
绥化市,1150.0,62997,1,19283,589653,2020,1.0
绥化市,1178.0,47261,1,4506,506275,2021,4.0
绥化市,1238.0,47428,1,10629,522056,2022,9.0
绥化市,1235.0,58214,1,16426,546990,2023,22.0
绵阳市,1700.3318,67109,0,46651,535846,2015,0.0
绵阳市,1830.4207,84512,0,50353,556365,2016,0.0
绵阳市,2075.0,101092,0,61324,610450,2017,1.0
绵阳市,2303.8214,105373,5,255424,618810,2018,47.0
绵阳市,2856.0,105750,8,143576,660366,2019,108.0
绵阳市,3010.0,97988,11,80652,741955,2020,125.0
绵阳市,3350.0,85589,8,212259,733224,2021,259.0
绵阳市,3627.0,80340,9,120632,836674,2022,183.0
绵阳市,4039.0,101718,7,174521,883865,2023,270.0
聊城市,2663.62,60687,0,19775,623317,2015,0.0
聊城市,2859.18,70970,0,13190,683139,2016,0.0
聊城市,3013.55,84776,1,18316,786793,2017,0.0
聊城市,3152.15,90350,4,14272,794205,2018,1.0
聊城市,2260.0,88765,15,20881,855548,2019,1.0
聊城市,2317.0,95927,18,20481,963666,2020,13.0
聊城市,2643.0,78856,18,18298,1044708,2021,72.0
聊城市,2780.0,81462,14,9714,1049932,2022,163.0
聊城市,2926.0,96876,14,10521,1113241,2023,298.0
肇庆市,1970.01,58899,0,49802,552246,2015,0.0
肇庆市,2084.019,65388,0,42231,563662,2016,0.0
肇庆市,2110.00512806506,78810,0,58617,584554,2017,0.0
肇庆市,2201.8012,84175,2,69917,635578,2018,1.0
肇庆市,2249.0,82904,4,87078,712588,2019,3.0
肇庆市,2311.0,85279,10,101601,785314,2020,6.0
肇庆市,2650.0,71535,12,109396,790432,2021,12.0
肇庆市,2705.0,71207,14,75161,861994,2022,53.0
肇庆市,2793.0,95899,11,63640,879036,2023,61.0
自贡市,1143.1113,33262,0,34485,301428,2015,0.0
自贡市,1234.5637,45973,0,18662,299877,2016,1.0
自贡市,1312.0,61995,0,19106,363630,2017,0.0
自贡市,1406.7131,67834,5,35490,382716,2018,1.0
自贡市,1428.0,69336,8,58264,427373,2019,16.0
自贡市,1458.0,64299,11,41024,425779,2020,26.0
自贡市,1601.0,49168,8,30094,394264,2021,81.0
自贡市,1638.0,48416,9,29962,429342,2022,66.0
自贡市,1750.0,67253,7,21621,444681,2023,38.0
舟山市,1092.8459,32911,0,51012,263345,2015,0.0
舟山市,1241.1989,43828,0,58786,291712,2016,0.0
舟山市,1219.78,61060,3,55548,331707,2017,0.0
舟山市,1316.6986,64250,5,67847,344129,2018,0.0
舟山市,1372.0,61596,9,74615,360395,2019,2.0
舟山市,1512.0,65636,9,72132,325608,2020,6.0
舟山市,1704.0,50419,11,94342,364623,2021,34.0
舟山市,1951.0,51063,10,109409,381141,2022,43.0
舟山市,2101.0,67049,12,126758,429876,2023,71.0
芜湖市,2457.3234,65764,0,357319,577511,2015,0.0
芜湖市,2699.4385,77629,0,517841,585118,2016,0.0
芜湖市,2963.26,84332,1,574155,731657,2017,0.0
芜湖市,3278.5317,86153,5,598199,743925,2018,0.0
芜湖市,3618.0,90957,6,511512,780743,2019,5.0
芜湖市,3753.0,89296,8,544930,814159,2020,17.0
芜湖市,4303.0,88256,5,701815,843638,2021,69.0
芜湖市,4502.0,85607,9,730404,889423,2022,1358.0
芜湖市,4741.0,98651,11,781803,955462,2023,895.0
苏州市,14504.07,162122,1,883300,2305600,2015,0.0
苏州市,15475.09,177795,1,952000,2623200,2016,0.0
苏州市,17319.51,260492,3,1240275,2995668,2017,1.0
苏州市,18597.47,304643,6,1522777,3129530,2018,7.0
苏州市,19236.0,273532,7,1815800,3491874,2019,33.0
苏州市,20170.0,217301,6,2162786,3850201,2020,97.0
苏州市,22718.0,180355,11,2368694,4191879,2021,537.0
苏州市,23958.0,178919,21,2310670,4230034,2022,1125.0
苏州市,24653.0,260030,26,2698628,4699162,2023,1653.0
茂名市,2445.63,56632,0,8024,886632,2015,0.0
茂名市,2636.7435,59761,0,15698,1022581,2016,0.0
茂名市,2904.07307082805,75551,0,16932,1161653,2017,2.0
茂名市,3092.1768,83509,2,33321,1238785,2018,4.0
茂名市,3252.0,81398,4,37030,1247054,2019,5.0
茂名市,3279.0,84903,10,28856,1195008,2020,1.0
茂名市,3698.0,70347,12,33981,1352919,2021,14.0
茂名市,3905.0,68921,14,24730,1404181,2022,51.0
茂名市,3987.0,88354,11,18874,1409128,2023,67.0
荆州市,1590.5,56834,0,52915,449517,2015,0.0
荆州市,1726.75,69111,0,87332,631528,2016,0.0
荆州市,1922.18,82565,3,96425,667306,2017,0.0
荆州市,2082.18,90453,4,98410,668325,2018,1.0
荆州市,2516.0,83856,5,95583,676720,2019,1.0
荆州市,2369.0,87374,10,89326,664207,2020,2.0
荆州市,2716.0,71758,20,119559,667737,2021,19.0
荆州市,3009.0,73809,23,171192,731023,2022,46.0
荆州市,3151.0,88774,16,174469,780419,2023,64.0
荆门市,1388.46,31849,0,48062,298798,2015,0.0
荆门市,1521.0,42479,0,58149,311571,2016,0.0
荆门市,1664.17,57706,3,63122,353085,2017,0.0
荆门市,1847.89,65950,4,71851,344446,2018,0.0
荆门市,2034.0,67172,5,85184,355795,2019,0.0
荆门市,1906.0,65898,10,94743,370026,2020,2.0
荆门市,2121.0,64747,20,66022,344445,2021,10.0
荆门市,2201.0,70487,23,92463,369141,2022,23.0
荆门市,2272.0,90159,16,103497,402049,2023,43.0
莆田市,1655.1618,55156,0,27503,530348,2015,0.0
莆田市,1823.4281,69656,0,24704,545006,2016,1.0
莆田市,2024.66,79931,2,31558,550779,2017,1.0
莆田市,2242.4134,79738,9,32205,582966,2018,4.0
莆田市,2595.0,76112,16,24260,580855,2019,60.0
莆田市,2644.0,78118,16,31322,613030,2020,207.0
莆田市,2883.0,72495,13,19169,636760,2021,451.0
莆田市,3116.0,71249,10,26461,802341,2022,353.0
莆田市,3071.0,82689,14,15954,788971,2023,373.0
菏泽市,2400.96,61815,0,23995,806069,2015,0.0
菏泽市,2560.24,70476,0,29715,923903,2016,0.0
菏泽市,2825.81,83381,1,22065,1003390,2017,0.0
菏泽市,3078.78,97973,4,19956,1046140,2018,5.0
菏泽市,3410.0,88485,15,17844,1151378,2019,0.0
菏泽市,3483.0,93973,18,23915,1272574,2020,17.0
菏泽市,3977.0,84970,18,26699,1276354,2021,143.0
