城市,教育支出_z,科技支出_z,注销_z,风险评分,聚类类别,动态预警,风险评分增长率,注销增长率,最新风险评分,残差,风险等级
白山市,7.154770603139898e-16,-9.868649107779169e-17,-4.9343245538895844e-17,-9.868649107779169e-17,0,橙色预警,10.654822259842435,3.0,2.08644285591024,0.0,高风险
玉溪市,6.322103334671031e-16,-4.9343245538895844e-17,4.9343245538895844e-17,0.0,0,橙色预警,2.685468939636755,1.3529411764705883,1.9201925004032043,6.315935428978668e-15,高风险
吉林市,-1.0238723449320887e-15,-8.635067969306773e-17,0.0,9.868649107779169e-17,2,红色预警,1.9579164566100702,1.725,2.2413918586061476,-3.947459643111668e-15,高风险
滨州市,-1.2335811384723962e-16,-1.1102230246251565e-16,0.0,4.9343245538895844e-17,1,橙色预警,2.5490021653305606,1.1774193548387095,1.9074379849622751,-3.157967714489334e-15,高风险
湛江市,-6.661338147750939e-16,4.9343245538895844e-17,0.0,7.401486830834377e-17,2,无预警,1.3139020575115143,0.8888888888888888,1.9441128682387534,-1.105288700071267e-14,高风险
佳木斯市,6.41462192005646e-16,-1.2335811384723961e-17,0.0,-9.868649107779169e-17,0,橙色预警,57.53278470296452,2.7142857142857144,1.926950533578042,-1.578983857244667e-15,高风险
河源市,-2.590520390792032e-16,1.2335811384723962e-16,0.0,0.0,1,红色预警,2.0482398562762616,1.2857142857142856,2.0546719406300467,7.894919286223335e-16,高风险
廊坊市,-4.810966440042345e-16,-9.868649107779169e-17,0.0,4.9343245538895844e-17,2,无预警,1.6999428216479848,0.8736263736263736,1.9036176663239108,-1.2631870857957336e-14,高风险
乌鲁木齐市,-4.0091387000352876e-16,-1.2335811384723962e-16,0.0,9.868649107779169e-17,1,红色预警,1.9261536092512381,1.576,2.2539097337776206,3.947459643111668e-15,高风险
临汾市,-4.934324553889585e-16,2.4671622769447922e-17,-9.868649107779169e-17,0.0,2,橙色预警,3.6579139035825863,2.0588235294117645,2.0136943864982433,-1.5000346643824338e-14,高风险
阳江市,3.20731096002823e-16,1.2335811384723961e-17,-9.868649107779169e-17,-7.401486830834377e-17,0,橙色预警,1.9172529989196074,1.1428571428571428,1.9175848659992967,5.526443500356335e-15,高风险
